qName	blockSizes	Canada/Qc-L00240866/2020	CostaRica/01/2020	CostaRica/02/2020	England/NORT-28118A/2020	NorthernIreland/NIRE-10010C/2020	NorthernIreland/NIRE-FD1A9/2020	Spain/Albacete-COV003776/2020	Spain/Madrid_H12_2309/2020	USA/FL-CDC-6318/2020	USA/MD-HP00016/2020
r118s1p16076	177	0	0	0	0	0	0	0	0	0	0
r119s1p31385	83	0	0	0	0	0	0	0	0	0	0
r120s1p25280	143	0	0	0	0	0	0	0	0	0	0
r121s1p15794	290	0	0	0	0	0	0	0	0	0	0
r122s1p16857	292	0	0	0	0	0	0	0	0	0	0
r123s1p4119	290	0	0	0	0	0	0	0	0	0	0
r124s1p19996	289	0	0	0	0	0	0	0	0	0	0
r125s1p12692	221	0	0	0	0	0	0	0	0	0	0
r126s1p22017	290	1	0	0	1	1	1	0	0	1	1
r127s1p13508	290	0	0	0	0	0	0	0	0	0	0
r128s1p27478	289	0	0	0	0	0	0	0	0	0	0
r129s1p1496	289	0	0	0	0	0	0	0	0	0	0
r130s1p30393	286	0	0	0	0	0	0	0	0	0	0
r131s1p20701	149	0	0	0	0	0	0	0	0	0	0
r132s1p10854	289	0	0	0	0	1	1	0	0	0	0
r133s1p2199	291	0	0	0	0	0	0	0	0	0	0
r134s1p20828	148	0	0	0	0	0	0	0	0	0	0
r135s1p12142	290	0	0	0	0	0	0	1	0	0	0
r136s1p26183	233	0	0	0	0	0	0	0	0	0	0
r137s1p11696	289	0	0	0	0	0	0	0	0	0	0
r138s1p18707	290	0	0	0	0	0	0	0	0	0	0
r139s1p8485	289	0	0	0	0	0	0	0	0	0	0
r140s1p19668	290	0	0	0	0	0	0	0	0	0	0
r141s1p29077	288	0	0	0	0	0	0	0	0	0	0
r142s1p15087	290	0	0	0	0	0	0	0	0	0	0
r143s1p11021	289	0	0	0	0	1	1	0	0	0	0
r144s1p20425	289	0	0	0	0	0	0	0	0	0	0
r145s1p31365	102	0	0	0	0	0	0	0	0	0	0
r146s1p19098	289	0	0	0	0	1	1	0	0	0	0
r147s1p11939	284	0	0	0	0	0	0	1	0	0	0
r148s1p23643	145	1	0	1	1	1	1	1	1	1	1
r149s1p26464	161	0	0	0	0	0	0	0	0	0	0
r150s1p25825	118	0	0	0	0	0	0	0	0	0	0
r151s1p18343	289	0	0	0	0	0	0	0	0	0	0
r152s1p18623	289	0	0	0	0	0	0	0	0	0	0
r153s1p23182	208	0	0	0	0	0	0	0	0	0	0
r154s1p11289	290	0	0	0	0	0	0	0	0	0	0
r155s1p5195	291	0	0	0	0	0	0	0	0	0	0
r156s1p19141	289	0	0	0	0	1	1	0	0	0	0
r157s1p22307	291	0	0	0	0	0	0	0	0	0	0
r158s1p29182	289	0	0	0	0	0	0	0	0	0	0
r159s1p2947	262	0	0	0	0	0	0	0	0	0	0
r160s1p16934	291	0	0	0	0	0	0	0	0	0	0
r161s1p19457	291	0	0	0	0	0	0	0	0	0	0
r162s1p9900	290	0	0	0	0	0	0	0	0	0	0
r163s1p5570	289	0	0	0	0	0	0	0	0	0	0
r164s1p31162	289	0	0	0	0	0	0	0	0	0	0
r165s1p893	289	1	0	0	0	0	0	0	0	0	1
r166s1p2548	292	0	0	0	0	0	0	0	0	0	0
r167s1p30526	286	0	0	0	0	0	0	0	0	0	0
r168s1p6624	288	0	0	0	0	0	0	0	0	0	0
r169s1p16827	292	0	0	0	0	0	0	0	0	0	0
r170s1p25897	47	0	0	0	0	0	0	0	0	0	0
r171s1p25425	169	0	0	0	0	0	0	0	0	0	0
r172s1p19287	289	0	0	0	0	1	1	0	0	0	0
r173s1p22899	289	0	0	0	0	0	0	0	0	0	0
r174s1p9093	186	0	0	0	0	0	0	0	0	0	0
r175s1p9864	290	0	0	0	0	0	0	0	0	0	0
r176s1p2884	289	0	0	0	0	0	0	0	0	0	0
r177s1p29180	288	0	0	0	0	0	0	0	0	0	0
r178s1p4702	289	0	0	0	0	0	0	0	0	0	0
r179s1p29730	290	0	0	0	0	0	0	0	0	0	0
r180s1p18367	289	0	0	0	0	0	0	0	0	0	0
r181s1p7752	289	0	0	0	0	0	0	0	0	0	0
r182s1p22093	291	1	0	0	1	1	1	0	0	1	1
r183s1p5713	164	0	0	0	0	0	0	0	0	0	0
r184s1p16293	290	0	0	0	0	0	0	0	0	0	0
r185s1p4272	290	0	0	0	0	0	0	0	0	0	0
r186s1p5092	288	0	0	0	0	0	0	0	0	0	0
r187s1p6887	144	0	0	0	0	0	0	0	0	0	0
r188s1p26653	290	0	0	0	0	0	0	0	0	0	0
r189s1p31128	288	0	0	0	0	0	0	0	0	0	0
r190s1p10803	289	0	0	0	0	0	0	0	0	0	0
r192s1p13210	290	0	0	0	0	0	0	0	0	0	0
r193s1p13089	289	0	0	0	0	0	0	0	0	0	0
r194s1p11675	290	0	0	0	0	0	0	0	0	0	0
r195s1p17949	291	0	0	0	0	0	0	0	0	0	0
r196s1p8561	290	0	0	0	0	0	0	0	0	0	0
r197s1p23508	222	1	0	1	1	1	1	1	1	1	1
r198s1p9514	196	0	0	0	0	0	0	0	0	0	0
r199s1p6738	254	0	0	0	0	0	0	0	0	0	0
r200s1p30932	288	0	0	0	0	0	0	0	0	0	0
r201s1p24685	291	0	0	0	0	0	0	0	0	0	0
r202s1p20914	203	0	0	0	0	0	0	0	0	0	0
r203s1p14860	293	0	0	0	0	0	0	0	0	0	0
r204s1p13534	291	0	0	0	0	0	0	0	0	0	0
r205s1p12733	183	0	0	0	0	0	0	0	0	0	0
r206s1p15766	289	0	0	0	0	0	0	0	0	0	0
r207s1p31440	30	0	0	0	0	0	0	0	0	0	0
r208s1p1590	289	0	0	0	0	0	0	0	0	0	0
r209s1p21390	255	0	0	0	0	0	0	0	0	0	0
r210s1p11200	289	0	0	0	0	0	0	0	0	0	0
r211s1p31308	158	0	0	0	0	0	0	0	0	0	0
r212s1p3779	291	0	0	0	0	0	0	0	0	0	0
r213s1p22069	291	1	0	0	1	1	1	0	0	1	1
r214s1p827	289	1	0	0	0	0	0	0	0	0	1
r215s1p23781	188	0	0	0	0	0	0	0	0	0	0
r216s1p13743	291	0	0	0	0	0	0	0	0	0	0
r217s1p9970	289	0	0	0	0	0	0	0	0	0	0
r218s1p28562	289	0	0	0	0	0	0	0	0	0	0
r219s1p26287	187	0	0	0	0	0	0	0	0	0	0
r221s1p11894	285	0	0	0	0	0	0	0	0	0	0
r222s1p23203	188	0	0	0	0	0	0	0	0	0	0
r223s1p27061	290	0	0	0	0	0	0	0	0	0	0
r224s1p31186	274	0	0	0	0	0	0	0	0	0	0
r225s1p14004	290	0	0	0	0	0	0	0	0	0	0
r226s1p21611	291	0	0	0	0	0	0	0	0	0	0
r227s1p11522	289	0	0	0	0	0	0	0	0	0	0
r228s1p22263	293	0	0	0	0	0	0	0	0	0	0
r229s1p25614	290	0	0	0	0	0	0	0	0	0	0
r230s1p1890	289	1	0	0	1	0	0	0	0	0	0
r231s1p24533	290	0	0	0	0	0	0	0	0	0	0
r232s1p16952	292	0	0	0	0	0	0	0	0	0	0
r233s1p2782	290	0	0	0	0	0	0	0	0	0	0
r234s1p14156	290	0	0	0	0	0	0	0	0	0	0
r235s1p14204	289	0	0	0	0	0	0	0	0	0	0
r236s1p31067	289	0	0	0	0	0	0	0	0	0	0
r237s1p25739	173	0	0	0	0	0	0	0	0	0	0
r238s1p19774	290	0	0	0	0	0	0	0	0	0	0
r239s1p3619	289	0	0	0	0	0	0	0	0	0	0
r240s1p16726	291	0	0	0	0	0	0	0	0	0	0
r241s1p29913	291	0	0	0	0	0	0	0	0	0	0
r242s1p29774	290	0	0	0	0	0	0	0	0	0	0
r243s1p21848	288	0	0	0	0	0	0	0	0	0	0
r244s1p1094	290	0	0	0	0	0	0	0	0	0	0
r245s1p9712	238	0	0	0	0	0	0	0	0	0	0
r246s1p23385	185	1	0	1	1	1	1	1	1	1	1
r247s1p13407	291	0	0	0	0	0	0	0	0	0	0
r248s1p5270	291	0	0	0	0	0	0	0	0	0	0
r249s1p16487	292	0	0	0	0	0	0	0	0	0	0
r250s1p3371	289	0	0	0	0	1	0	0	0	0	0
r251s1p15632	290	0	0	0	0	0	0	0	0	0	0
r252s1p902	289	1	0	0	0	0	0	0	0	0	1
r253s1p2776	291	0	0	0	0	0	0	0	0	0	0
r254s1p18470	290	0	0	0	0	0	0	0	0	0	0
r255s1p2669	292	0	0	0	0	0	0	0	0	0	0
r256s1p8670	288	0	0	0	0	0	0	0	0	0	0
r257s1p16702	289	0	0	0	0	0	0	0	0	0	0
r258s1p3339	289	0	0	0	0	1	0	0	0	0	0
r259s1p8498	288	0	0	0	0	0	0	0	0	0	0
r260s1p23404	192	1	0	1	1	1	1	1	1	1	1
r261s1p20195	290	0	0	0	0	0	0	0	0	0	0
r262s1p11251	290	0	0	0	0	0	0	0	0	0	0
r263s1p1435	289	0	0	0	0	0	0	0	0	0	0
r264s1p12422	288	0	0	0	0	0	0	0	0	0	0
r265s1p25386	142	0	0	0	0	0	0	0	0	0	0
r266s1p2439	293	0	0	0	0	0	0	0	0	0	0
r267s1p25234	158	0	0	0	0	0	0	0	0	0	0
r268s1p27144	289	0	0	0	0	0	0	0	0	0	0
r269s1p22871	290	0	0	0	0	0	0	0	0	0	0
r270s1p19236	289	0	0	0	0	1	1	0	0	0	0
r271s1p18625	289	0	0	0	0	0	0	0	0	0	0
r274s1p15939	175	0	0	0	0	0	0	0	0	0	0
r275s1p4785	290	0	0	0	0	0	0	0	0	0	0
r276s1p15182	289	0	0	0	0	0	0	0	0	0	0
r277s1p18345	289	0	0	0	0	0	0	0	0	0	0
r278s1p30865	289	0	0	0	0	0	0	0	0	0	0
r279s1p10420	292	0	0	0	0	0	0	0	0	0	0
r280s1p11149	288	0	0	0	0	0	0	0	0	0	0
r281s1p13752	290	0	0	0	0	0	0	0	0	0	0
r283s1p2234	291	0	0	0	0	0	0	0	0	0	0
r284s1p4875	289	0	0	0	0	0	0	0	0	0	0
r285s1p17842	289	0	0	0	0	0	0	0	0	0	0
r286s1p23403	191	1	0	1	1	1	1	1	1	1	1
r287s1p16821	292	0	0	0	0	0	0	0	0	0	0
r288s1p20739	148	0	0	0	0	0	0	0	0	0	0
r289s1p16020	176	0	0	0	0	0	0	0	0	0	0
r290s1p13685	291	0	0	0	0	0	0	0	0	0	0
r291s1p27191	289	0	0	0	0	0	0	0	0	0	0
r292s1p13757	290	0	0	0	0	0	0	0	0	0	0
r293s1p5300	290	0	0	0	0	0	0	0	0	0	0
r294s1p10440	290	0	0	0	0	0	0	0	0	0	0
r296s1p21984	288	1	0	0	1	1	1	0	0	1	1
r298s1p28360	290	1	0	0	0	0	0	0	0	0	1
r299s1p24950	290	0	0	0	0	0	0	0	0	0	0
r300s1p17362	291	0	0	0	0	0	0	0	0	0	0
r301s1p3596	289	0	0	0	0	0	0	0	0	0	0
r302s1p13056	274	0	0	0	0	0	0	0	0	0	0
r303s1p12244	291	0	0	0	0	0	0	0	0	0	0
r304s1p26166	233	0	0	0	0	0	0	0	0	0	0
r305s1p2998	213	0	0	0	0	0	0	0	0	0	0
r306s1p5874	144	0	0	0	0	0	0	0	0	0	0
r307s1p28894	289	0	0	0	0	0	0	0	0	0	0
r308s1p18217	291	0	0	0	0	0	0	0	0	0	0
r309s1p9181	187	0	0	0	0	0	0	0	0	0	0
r310s1p11715	290	0	0	0	0	0	0	0	0	0	0
r311s1p3120	180	0	0	0	0	0	0	0	0	0	0
r312s1p6924	143	0	0	0	0	0	0	0	0	0	0
r313s1p29501	287	0	0	0	0	0	0	0	0	0	0
r314s1p16239	291	0	0	0	0	0	0	0	0	0	0
r315s1p11610	289	0	0	0	0	0	0	0	0	0	0
r316s1p10149	291	0	0	0	0	0	0	0	0	0	0
r317s1p10756	290	0	0	0	0	0	0	0	0	0	0
r318s1p17152	290	0	0	0	0	0	0	0	0	0	0
r319s1p6229	290	0	0	0	0	0	0	0	0	0	0
r320s1p25852	91	0	0	0	0	0	0	0	0	0	0
r321s1p13974	291	0	0	0	0	0	0	0	0	0	0
r322s1p9210	199	0	0	0	0	0	0	0	0	0	0
r323s1p16884	291	0	0	0	0	0	0	0	0	0	0
r324s1p6201	289	0	0	0	0	0	0	0	0	0	0
r325s1p4614	289	0	0	0	0	0	0	0	0	0	0
r326s1p12345	289	0	0	0	0	0	0	0	0	0	0
r327s1p24455	290	0	0	0	0	0	0	0	0	0	0
r329s1p25620	287	0	0	0	0	0	0	0	0	0	0
r330s1p1173	291	0	0	0	0	0	0	0	0	0	0
r331s1p2920	289	0	0	0	0	0	0	0	0	0	0
r332s1p7063	201	1	0	0	1	1	1	1	1	1	1
r333s1p4608	289	0	0	0	0	0	0	0	0	0	0
r334s1p22218	291	0	0	0	0	0	0	0	0	0	0
r335s1p20646	177	0	0	0	0	0	0	0	0	0	0
r336s1p23715	145	0	0	0	0	0	0	0	0	0	0
r337s1p23146	243	0	0	0	0	0	0	0	0	0	0
r338s1p19629	290	0	0	0	0	0	0	0	0	0	0
r339s1p1294	288	0	0	0	0	0	0	0	0	0	0
r340s1p1486	288	0	0	0	0	0	0	0	0	0	0
r341s1p23824	230	0	0	0	0	0	0	0	0	0	0
r342s1p8323	291	0	0	0	0	0	0	0	0	0	0
r343s1p27258	288	0	0	0	0	0	0	0	0	0	0
r344s1p11982	286	0	0	0	0	0	0	1	0	0	0
r345s1p29399	288	0	0	0	0	0	0	0	0	0	0
r346s1p16853	291	0	0	0	0	0	0	0	0	0	0
r347s1p6169	290	0	0	0	0	0	0	0	0	0	0
r348s1p25985	97	0	0	0	0	0	0	0	0	0	0
r349s1p24485	289	0	0	0	0	0	0	0	0	0	0
r350s1p11468	289	0	0	0	0	0	0	0	0	0	0
r351s1p20285	289	0	0	0	0	0	0	0	0	0	0
r352s1p19283	289	0	0	0	0	1	1	0	0	0	0
r353s1p6874	143	0	0	0	0	0	0	0	0	0	0
r354s1p3419	289	0	0	0	0	1	0	0	0	0	0
r355s1p12539	289	0	0	0	0	0	0	0	0	0	0
r356s1p9923	291	0	0	0	0	0	0	0	0	0	0
r357s1p13145	291	0	0	0	0	0	0	0	0	0	0
r358s1p6783	210	0	0	0	0	0	0	0	0	0	0
r359s1p830	289	1	0	0	0	0	0	0	0	0	1
r360s1p9997	290	0	0	0	0	0	0	0	0	0	0
r361s1p15863	242	0	0	0	0	0	0	0	0	0	0
r362s1p8450	290	0	0	0	0	0	0	0	0	0	0
r363s1p3823	291	0	0	0	0	0	0	0	0	0	0
r364s1p13555	291	0	0	0	0	0	0	0	0	0	0
r365s1p2003	289	0	0	0	0	0	0	0	0	0	0
r366s1p24925	291	0	0	0	0	0	0	0	0	0	0
r367s1p1069	290	1	0	0	0	0	0	0	0	0	1
r368s1p660	286	0	0	0	0	0	0	0	0	0	0
r369s1p9460	201	0	0	0	0	0	0	0	0	0	0
r370s1p12896	143	0	0	0	0	0	0	0	0	0	0
r371s1p10351	292	0	0	0	0	0	0	0	0	0	0
r372s1p16812	292	0	0	0	0	0	0	0	0	0	0
r374s1p12632	279	0	0	0	0	0	0	0	0	0	0
r375s1p3320	278	0	0	0	0	1	0	0	0	0	0
r376s1p6663	289	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	1	0	0	0	0	0	0	0	0	1
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
r377s1p31469	2	0	0	0	0	0	0	0	0	0	0
